sku_id,product_id,size,stock_count,base_price,discount_percentage
SKU-1472-9,PRD-1483,9,40,147.12,0.25
SKU-1473-OneSize,PRD-1066,One Size,19,137.87,0.1
SKU-1474-M,PRD-1183,M,23,66.89,0.4
SKU-1475-OneSize,PRD-1170,One Size,7,223.54,0.4
SKU-1476-36,PRD-1250,36,18,37.19,0.25
SKU-1477-10,PRD-1298,10,32,67.33,0.0
SKU-1478-OneSize,PRD-1372,One Size,43,246.48,0.4
SKU-1479-XS,PRD-1102,XS,24,100.3,0.0
SKU-1480-S,PRD-1051,S,17,161.56,0.1
SKU-1481-36,PRD-1129,36,46,57.1,0.1
SKU-1482-8,PRD-1035,8,5,260.19,0.0
SKU-1483-30,PRD-1497,30,1,189.06,0.4
SKU-1484-11,PRD-1149,11,10,62.31,0.25
SKU-1485-8,PRD-1038,8,0,246.19,0.1
SKU-1486-XXL,PRD-1489,XXL,50,86.12,0.0
SKU-1487-OneSize,PRD-1331,One Size,42,115.99,0.0
SKU-1488-7,PRD-1237,7,10,186.74,0.0
SKU-1489-12,PRD-1282,12,21,158.86,0.2
SKU-1490-L,PRD-1478,L,10,86.62,0.25
SKU-1491-OneSize,PRD-1385,One Size,25,79.03,0.15
SKU-1492-XS,PRD-1436,XS,0,199.82,0.0
SKU-1493-28,PRD-1028,28,29,66.92,0.2
SKU-1494-9,PRD-1437,9,47,104.37,0.3
SKU-1495-S,PRD-1291,S,31,126.33,0.2
SKU-1496-OneSize,PRD-1410,One Size,5,93.53,0.3
SKU-1497-40,PRD-1344,40,8,23.31,0.25
SKU-1498-L,PRD-1093,L,37,209.97,0.3
SKU-1499-OneSize,PRD-1059,One Size,28,47.25,0.3
SKU-1500-XXL,PRD-1100,XXL,47,119.06,0.2
SKU-1501-11,PRD-1004,11,0,260.33,0.15
SKU-1502-OneSize,PRD-1411,One Size,18,244.64,0.1
SKU-1503-40,PRD-1325,40,10,149.1,0.5
SKU-1504-S,PRD-1484,S,6,225.6,0.4
SKU-1505-7,PRD-1134,7,21,165.58,0.5
SKU-1506-OneSize,PRD-1033,One Size,9,107.71,0.0
SKU-1507-6,PRD-1199,6,0,252.86,0.0
SKU-1508-30,PRD-1179,30,0,167.06,0.5
SKU-1509-38,PRD-1322,38,12,81.43,0.1
SKU-1510-7,PRD-1245,7,50,29.52,0.4
SKU-1511-28,PRD-1104,28,0,282.77,0.5
SKU-1512-S,PRD-1338,S,0,286.13,0.5
SKU-1513-30,PRD-1347,30,0,44.18,0.4
SKU-1514-40,PRD-1068,40,25,203.78,0.5
SKU-1515-12,PRD-1083,12,23,290.8,0.0
SKU-1516-S,PRD-1113,S,21,90.92,0.25
SKU-1517-XS,PRD-1166,XS,32,198.85,0.1
SKU-1518-9,PRD-1279,9,28,213.81,0.5
SKU-1519-12,PRD-1134,12,31,110.54,0.0
SKU-1520-30,PRD-1394,30,45,97.63,0.0
SKU-1521-40,PRD-1026,40,27,113.13,0.0
SKU-1522-M,PRD-1447,M,39,69.81,0.0
SKU-1523-S,PRD-1493,S,41,190.87,0.0
SKU-1524-9,PRD-1292,9,22,50.35,0.3
SKU-1525-9,PRD-1279,9,9,81.14,0.5
SKU-1526-9,PRD-1354,9,42,220.3,0.0
SKU-1527-XS,PRD-1018,XS,16,39.71,0.1
SKU-1528-42,PRD-1109,42,25,25.24,0.25
SKU-1529-XXL,PRD-1232,XXL,27,199.28,0.0
SKU-1530-9,PRD-1358,9,36,94.59,0.15
SKU-1531-9,PRD-1500,9,32,180.89,0.3
SKU-1532-42,PRD-1364,42,35,153.87,0.2
SKU-1533-OneSize,PRD-1348,One Size,35,171.23,0.0
SKU-1534-OneSize,PRD-1148,One Size,32,53.93,0.3
SKU-1535-M,PRD-1102,M,35,113.35,0.1
SKU-1536-28,PRD-1314,28,35,197.03,0.5
SKU-1537-OneSize,PRD-1280,One Size,15,169.69,0.15
SKU-1538-42,PRD-1272,42,25,232.92,0.1
SKU-1539-OneSize,PRD-1400,One Size,6,69.44,0.0
SKU-1540-OneSize,PRD-1410,One Size,0,205.0,0.1
SKU-1541-L,PRD-1113,L,38,271.0,0.5
SKU-1542-M,PRD-1136,M,46,156.21,0.5
SKU-1543-XXL,PRD-1460,XXL,0,73.04,0.0
SKU-1544-XS,PRD-1057,XS,27,221.52,0.4
SKU-1545-42,PRD-1399,42,0,128.84,0.3
SKU-1546-8,PRD-1421,8,34,159.9,0.25
SKU-1547-XS,PRD-1291,XS,37,30.36,0.0
SKU-1548-OneSize,PRD-1362,One Size,50,133.53,0.05
SKU-1549-42,PRD-1101,42,45,283.22,0.3
SKU-1550-XXL,PRD-1232,XXL,48,182.21,0.0
SKU-1551-11,PRD-1043,11,15,59.64,0.5
SKU-1552-L,PRD-1375,L,0,274.0,0.4
SKU-1553-OneSize,PRD-1180,One Size,45,216.35,0.0
SKU-1554-S,PRD-1189,S,6,197.14,0.1
SKU-1555-12,PRD-1090,12,16,47.23,0.4
SKU-1556-OneSize,PRD-1030,One Size,24,248.97,0.0
SKU-1557-L,PRD-1450,L,1,186.58,0.4
SKU-1558-XS,PRD-1296,XS,14,245.24,0.2
SKU-1559-OneSize,PRD-1362,One Size,2,110.78,0.5
SKU-1560-XL,PRD-1499,XL,24,58.44,0.05
SKU-1561-XS,PRD-1242,XS,36,186.05,0.15
SKU-1562-OneSize,PRD-1268,One Size,31,96.68,0.2
SKU-1563-XXL,PRD-1217,XXL,9,123.57,0.0
SKU-1564-S,PRD-1460,S,8,279.18,0.0
SKU-1565-30,PRD-1160,30,0,241.48,0.5
SKU-1566-9,PRD-1310,9,4,237.74,0.0
SKU-1567-9,PRD-1187,9,23,42.59,0.0
SKU-1568-OneSize,PRD-1442,One Size,24,217.88,0.4
SKU-1569-36,PRD-1300,36,50,136.53,0.25
SKU-1570-32,PRD-1119,32,9,77.71,0.5
SKU-1571-OneSize,PRD-1411,One Size,19,135.36,0.0
SKU-1572-11,PRD-1004,11,30,30.52,0.0
SKU-1573-OneSize,PRD-1416,One Size,10,191.36,0.0
SKU-1574-12,PRD-1439,12,36,239.11,0.15
SKU-1575-28,PRD-1462,28,27,176.15,0.05
SKU-1576-30,PRD-1486,30,0,193.29,0.3
SKU-1577-OneSize,PRD-1278,One Size,16,149.97,0.5
SKU-1578-S,PRD-1053,S,0,97.39,0.05
SKU-1579-S,PRD-1017,S,14,211.86,0.25
SKU-1580-OneSize,PRD-1097,One Size,15,64.72,0.0
SKU-1581-XXL,PRD-1172,XXL,4,121.96,0.05
SKU-1582-M,PRD-1155,M,48,113.59,0.25
SKU-1583-OneSize,PRD-1382,One Size,9,227.31,0.3
SKU-1584-S,PRD-1171,S,0,239.93,0.25
SKU-1585-OneSize,PRD-1289,One Size,8,39.83,0.05
SKU-1586-9,PRD-1085,9,0,185.95,0.15
SKU-1587-34,PRD-1462,34,45,229.17,0.15
SKU-1588-30,PRD-1332,30,0,111.31,0.0
SKU-1589-11,PRD-1422,11,46,135.52,0.05
SKU-1590-S,PRD-1285,S,10,40.58,0.4
SKU-1591-XS,PRD-1395,XS,25,269.33,0.0
SKU-1592-10,PRD-1459,10,47,147.39,0.2
SKU-1593-S,PRD-1409,S,0,148.16,0.05
SKU-1594-8,PRD-1265,8,2,293.15,0.05
SKU-1595-S,PRD-1326,S,0,28.98,0.4
SKU-1596-M,PRD-1236,M,45,58.21,0.25
SKU-1597-OneSize,PRD-1154,One Size,28,67.93,0.15
SKU-1598-M,PRD-1296,M,24,189.01,0.5
SKU-1599-10,PRD-1237,10,4,273.55,0.4
SKU-1600-34,PRD-1344,34,45,44.2,0.3
SKU-1601-S,PRD-1005,S,7,185.63,0.25
SKU-1602-OneSize,PRD-1159,One Size,0,224.39,0.05
SKU-1603-8,PRD-1223,8,43,141.58,0.05
SKU-1604-XL,PRD-1157,XL,38,284.94,0.4
SKU-1605-28,PRD-1169,28,5,136.97,0.0
SKU-1606-L,PRD-1132,L,31,225.36,0.3
SKU-1607-L,PRD-1018,L,39,168.7,0.25
SKU-1608-30,PRD-1276,30,11,146.67,0.05
SKU-1609-28,PRD-1091,28,2,214.07,0.2
SKU-1610-OneSize,PRD-1331,One Size,10,57.15,0.1
SKU-1611-30,PRD-1399,30,24,24.45,0.5
SKU-1612-S,PRD-1479,S,0,216.92,0.4
SKU-1613-28,PRD-1434,28,0,293.39,0.25
SKU-1614-S,PRD-1423,S,10,264.77,0.2
SKU-1615-12,PRD-1214,12,6,264.02,0.5
SKU-1616-11,PRD-1122,11,16,197.34,0.5
SKU-1617-40,PRD-1359,40,5,270.15,0.15
SKU-1618-XS,PRD-1468,XS,1,103.04,0.1
SKU-1619-XL,PRD-1021,XL,37,171.87,0.05
SKU-1620-OneSize,PRD-1016,One Size,27,193.72,0.15
SKU-1621-XS,PRD-1451,XS,10,164.12,0.5
SKU-1622-XS,PRD-1140,XS,49,51.06,0.15
SKU-1623-XL,PRD-1046,XL,12,31.43,0.15
SKU-1624-OneSize,PRD-1346,One Size,31,177.0,0.05
SKU-1625-OneSize,PRD-1371,One Size,0,86.81,0.0
SKU-1626-9,PRD-1402,9,0,226.46,0.4
SKU-1627-OneSize,PRD-1087,One Size,48,230.88,0.05
SKU-1628-38,PRD-1065,38,9,271.41,0.3
SKU-1629-OneSize,PRD-1343,One Size,48,97.59,0.0
SKU-1630-M,PRD-1060,M,34,146.66,0.3
SKU-1631-XS,PRD-1111,XS,45,151.64,0.3
SKU-1632-XL,PRD-1106,XL,20,271.84,0.25
SKU-1633-OneSize,PRD-1181,One Size,31,243.96,0.0
SKU-1634-42,PRD-1429,42,27,44.44,0.2
SKU-1635-32,PRD-1169,32,47,100.73,0.0
SKU-1636-S,PRD-1027,S,22,97.25,0.0
SKU-1637-OneSize,PRD-1097,One Size,29,264.99,0.3
SKU-1638-11,PRD-1237,11,42,26.34,0.2
SKU-1639-32,PRD-1344,32,45,152.68,0.2
SKU-1640-XXL,PRD-1031,XXL,1,200.5,0.1
SKU-1641-30,PRD-1429,30,0,26.16,0.05
SKU-1642-OneSize,PRD-1229,One Size,19,135.26,0.15
SKU-1643-38,PRD-1325,38,8,156.11,0.5
SKU-1644-XL,PRD-1113,XL,10,255.72,0.25
SKU-1645-OneSize,PRD-1154,One Size,4,178.82,0.1
SKU-1646-OneSize,PRD-1030,One Size,42,83.49,0.15
SKU-1647-M,PRD-1093,M,3,235.52,0.0
SKU-1648-M,PRD-1480,M,39,99.62,0.0
SKU-1649-7,PRD-1177,7,49,219.3,0.1
SKU-1650-S,PRD-1107,S,12,255.0,0.5
SKU-1651-S,PRD-1010,S,33,65.14,0.0
SKU-1652-OneSize,PRD-1116,One Size,11,180.86,0.25
SKU-1653-8,PRD-1103,8,1,71.65,0.3
SKU-1654-28,PRD-1364,28,26,206.34,0.15
SKU-1655-M,PRD-1480,M,28,145.55,0.0
SKU-1656-OneSize,PRD-1319,One Size,44,54.01,0.0
SKU-1657-OneSize,PRD-1295,One Size,30,235.18,0.25
SKU-1658-38,PRD-1250,38,36,63.68,0.3
SKU-1659-XL,PRD-1100,XL,46,112.75,0.1
SKU-1660-OneSize,PRD-1212,One Size,17,291.48,0.4
SKU-1661-S,PRD-1024,S,37,243.87,0.25
SKU-1662-30,PRD-1168,30,33,224.85,0.0
SKU-1663-XXL,PRD-1205,XXL,20,174.26,0.1
SKU-1664-40,PRD-1147,40,46,192.9,0.05
SKU-1665-38,PRD-1322,38,15,45.88,0.0
SKU-1666-11,PRD-1381,11,0,74.63,0.3
SKU-1667-OneSize,PRD-1251,One Size,28,74.79,0.0
SKU-1668-L,PRD-1498,L,11,209.57,0.0
SKU-1669-XL,PRD-1100,XL,18,130.43,0.25
SKU-1670-XL,PRD-1138,XL,6,189.41,0.0
SKU-1671-OneSize,PRD-1036,One Size,34,131.31,0.2
SKU-1672-OneSize,PRD-1350,One Size,25,124.38,0.1
SKU-1673-OneSize,PRD-1198,One Size,0,106.25,0.25
SKU-1674-XL,PRD-1220,XL,9,44.52,0.25
SKU-1675-9,PRD-1262,9,48,245.02,0.1
SKU-1676-XXL,PRD-1440,XXL,14,291.69,0.2
SKU-1677-40,PRD-1340,40,26,59.07,0.4
SKU-1678-OneSize,PRD-1471,One Size,40,60.21,0.1
SKU-1679-XL,PRD-1452,XL,0,296.25,0.0
SKU-1680-OneSize,PRD-1372,One Size,4,44.76,0.2
SKU-1681-M,PRD-1194,M,15,136.05,0.3
SKU-1682-XXL,PRD-1465,XXL,26,179.01,0.0
SKU-1683-7,PRD-1420,7,12,253.03,0.1
SKU-1684-9,PRD-1363,9,48,31.82,0.1
SKU-1685-OneSize,PRD-1229,One Size,36,158.34,0.25
SKU-1686-XS,PRD-1078,XS,39,241.53,0.0
SKU-1687-M,PRD-1131,M,5,287.68,0.5
SKU-1688-6,PRD-1408,6,45,203.06,0.1
SKU-1689-32,PRD-1244,32,30,157.72,0.5
SKU-1690-XS,PRD-1426,XS,31,53.41,0.1
SKU-1691-XS,PRD-1034,XS,21,187.68,0.15
SKU-1692-L,PRD-1308,L,42,178.35,0.1
SKU-1693-11,PRD-1439,11,0,153.28,0.0
SKU-1694-XL,PRD-1409,XL,42,225.22,0.0
SKU-1695-OneSize,PRD-1348,One Size,26,65.59,0.0
SKU-1696-8,PRD-1222,8,25,149.08,0.0
SKU-1697-S,PRD-1002,S,11,34.8,0.15
SKU-1698-38,PRD-1462,38,4,33.63,0.1
SKU-1699-XXL,PRD-1468,XXL,24,282.16,0.3
SKU-1700-32,PRD-1064,32,42,234.1,0.4
SKU-1701-32,PRD-1302,32,0,172.23,0.15
SKU-1702-XXL,PRD-1476,XXL,28,243.96,0.1
SKU-1703-OneSize,PRD-1120,One Size,13,46.82,0.4
SKU-1704-12,PRD-1474,12,18,60.23,0.0
SKU-1705-OneSize,PRD-1088,One Size,0,124.43,0.25
SKU-1706-38,PRD-1179,38,7,277.84,0.0
SKU-1707-7,PRD-1202,7,0,63.27,0.05
SKU-1708-S,PRD-1397,S,7,242.62,0.3
SKU-1709-XXL,PRD-1247,XXL,5,252.79,0.3
SKU-1710-XL,PRD-1069,XL,24,219.5,0.0
SKU-1711-42,PRD-1244,42,39,276.48,0.0
SKU-1712-OneSize,PRD-1487,One Size,50,278.54,0.25
SKU-1713-36,PRD-1215,36,22,213.48,0.0
SKU-1714-42,PRD-1311,42,2,269.11,0.4
SKU-1715-M,PRD-1392,M,16,68.21,0.1
SKU-1716-11,PRD-1313,11,19,248.07,0.05
SKU-1717-12,PRD-1393,12,0,214.38,0.05
SKU-1718-OneSize,PRD-1071,One Size,11,78.75,0.0
SKU-1719-XXL,PRD-1174,XXL,35,233.64,0.0
SKU-1720-6,PRD-1271,6,7,236.9,0.2
SKU-1721-OneSize,PRD-1116,One Size,5,50.18,0.5
SKU-1722-OneSize,PRD-1074,One Size,14,151.33,0.1
SKU-1723-OneSize,PRD-1382,One Size,39,104.45,0.0
SKU-1724-6,PRD-1115,6,0,239.05,0.4
SKU-1725-10,PRD-1441,10,0,272.32,0.0
SKU-1726-M,PRD-1241,M,1,28.18,0.0
SKU-1727-XXL,PRD-1069,XXL,0,283.71,0.4
SKU-1728-38,PRD-1215,38,49,64.95,0.3
SKU-1729-34,PRD-1394,34,0,161.36,0.0
SKU-1730-OneSize,PRD-1210,One Size,20,168.06,0.05
SKU-1731-8,PRD-1437,8,13,68.09,0.3
SKU-1732-XXL,PRD-1337,XXL,36,47.62,0.05
SKU-1733-10,PRD-1483,10,13,258.35,0.25
SKU-1734-OneSize,PRD-1235,One Size,41,143.1,0.0
SKU-1735-M,PRD-1240,M,3,294.75,0.2
SKU-1736-34,PRD-1445,34,0,134.11,0.15
SKU-1737-OneSize,PRD-1275,One Size,16,50.88,0.0
SKU-1738-38,PRD-1099,38,18,217.31,0.3
SKU-1739-6,PRD-1085,6,6,43.02,0.25
SKU-1740-40,PRD-1396,40,37,99.4,0.4
SKU-1741-M,PRD-1451,M,37,212.36,0.25
SKU-1742-XL,PRD-1011,XL,3,134.03,0.2
SKU-1743-30,PRD-1429,30,37,270.52,0.25
SKU-1744-38,PRD-1129,38,31,70.19,0.5
SKU-1745-XXL,PRD-1493,XXL,3,49.44,0.25
SKU-1746-XXL,PRD-1392,XXL,4,209.42,0.0
SKU-1747-L,PRD-1175,L,0,132.16,0.4
SKU-1748-11,PRD-1202,11,21,279.07,0.0
SKU-1749-M,PRD-1419,M,6,293.05,0.15
SKU-1750-10,PRD-1420,10,20,256.32,0.2
SKU-1751-34,PRD-1347,34,1,254.66,0.25
SKU-1752-OneSize,PRD-1159,One Size,0,231.75,0.5
SKU-1753-40,PRD-1497,40,23,119.7,0.5
SKU-1754-40,PRD-1370,40,49,296.5,0.3
SKU-1755-OneSize,PRD-1159,One Size,19,235.03,0.0
SKU-1756-36,PRD-1347,36,26,157.01,0.05
SKU-1757-7,PRD-1439,7,33,28.31,0.0
SKU-1758-XS,PRD-1397,XS,13,159.47,0.0
SKU-1759-S,PRD-1093,S,0,127.13,0.5
SKU-1760-7,PRD-1307,7,21,104.76,0.4
SKU-1761-XS,PRD-1126,XS,49,205.09,0.3
SKU-1762-42,PRD-1277,42,26,241.95,0.05
SKU-1763-XXL,PRD-1239,XXL,47,159.4,0.3
SKU-1764-10,PRD-1103,10,23,116.2,0.3
SKU-1765-28,PRD-1076,28,0,286.71,0.0
SKU-1766-OneSize,PRD-1243,One Size,9,127.41,0.15
SKU-1767-L,PRD-1142,L,0,143.91,0.0
SKU-1768-32,PRD-1377,32,45,175.86,0.1
SKU-1769-XXL,PRD-1290,XXL,44,65.95,0.2
SKU-1770-36,PRD-1160,36,7,220.39,0.25
SKU-1771-XS,PRD-1242,XS,22,179.27,0.25
SKU-1772-XL,PRD-1053,XL,27,211.89,0.4
SKU-1773-42,PRD-1156,42,48,177.42,0.0
SKU-1774-OneSize,PRD-1278,One Size,33,129.58,0.25
SKU-1775-OneSize,PRD-1390,One Size,7,192.73,0.15
SKU-1776-36,PRD-1277,36,33,109.73,0.0
SKU-1777-OneSize,PRD-1390,One Size,0,55.89,0.15
SKU-1778-28,PRD-1215,28,50,234.24,0.5
SKU-1779-9,PRD-1255,9,10,47.25,0.15
SKU-1780-L,PRD-1002,L,2,118.35,0.5
SKU-1781-S,PRD-1426,S,38,85.68,0.1
SKU-1782-OneSize,PRD-1398,One Size,25,274.9,0.0
SKU-1783-M,PRD-1161,M,31,52.04,0.0
SKU-1784-10,PRD-1041,10,38,111.3,0.25
SKU-1785-12,PRD-1267,12,3,138.28,0.3
SKU-1786-9,PRD-1249,9,19,94.64,0.25
SKU-1787-OneSize,PRD-1096,One Size,11,296.0,0.2
SKU-1788-40,PRD-1430,40,10,110.27,0.0
SKU-1789-42,PRD-1101,42,44,48.01,0.5
SKU-1790-8,PRD-1441,8,30,159.07,0.5
SKU-1791-32,PRD-1168,32,6,192.14,0.15
SKU-1792-40,PRD-1344,40,41,76.48,0.5
SKU-1793-XS,PRD-1069,XS,6,255.3,0.3
SKU-1794-36,PRD-1445,36,46,94.23,0.1
SKU-1795-L,PRD-1490,L,15,245.28,0.4
SKU-1796-30,PRD-1257,30,14,220.95,0.4
SKU-1797-OneSize,PRD-1406,One Size,0,96.53,0.4
SKU-1798-XL,PRD-1321,XL,44,153.07,0.05
SKU-1799-XS,PRD-1228,XS,42,202.42,0.1
SKU-1800-36,PRD-1176,36,10,141.2,0.3
SKU-1801-OneSize,PRD-1145,One Size,50,136.0,0.1
SKU-1802-XL,PRD-1405,XL,46,146.89,0.3
SKU-1803-XS,PRD-1240,XS,11,195.79,0.3
SKU-1804-7,PRD-1114,7,33,181.51,0.05
SKU-1805-XXL,PRD-1166,XXL,34,282.66,0.1
SKU-1806-XXL,PRD-1051,XXL,47,169.15,0.4
SKU-1807-L,PRD-1142,L,0,281.69,0.5
SKU-1808-XL,PRD-1236,XL,39,76.17,0.25
SKU-1809-S,PRD-1480,S,0,62.12,0.5
SKU-1810-M,PRD-1242,M,0,256.34,0.2
SKU-1811-12,PRD-1067,12,42,252.45,0.0
SKU-1812-S,PRD-1496,S,34,256.86,0.1
SKU-1813-36,PRD-1056,36,50,200.88,0.1
SKU-1814-OneSize,PRD-1190,One Size,22,133.63,0.0
SKU-1815-S,PRD-1232,S,29,27.75,0.1
SKU-1816-9,PRD-1122,9,9,176.74,0.2
SKU-1817-OneSize,PRD-1167,One Size,22,76.55,0.1
SKU-1818-XS,PRD-1080,XS,19,92.34,0.1
SKU-1819-XL,PRD-1053,XL,0,69.27,0.0
SKU-1820-11,PRD-1437,11,24,156.03,0.0
SKU-1821-XS,PRD-1013,XS,40,107.88,0.1
SKU-1822-XS,PRD-1127,XS,28,272.15,0.2
SKU-1823-38,PRD-1169,38,3,208.06,0.0
SKU-1824-OneSize,PRD-1197,One Size,0,86.08,0.4
SKU-1825-XL,PRD-1451,XL,46,281.21,0.3
SKU-1826-12,PRD-1358,12,50,182.51,0.3
SKU-1827-9,PRD-1245,9,44,267.67,0.05
SKU-1828-30,PRD-1118,30,25,236.48,0.15
SKU-1829-OneSize,PRD-1252,One Size,16,245.63,0.05
SKU-1830-L,PRD-1102,L,14,81.03,0.0
SKU-1831-OneSize,PRD-1346,One Size,0,291.57,0.25
SKU-1832-8,PRD-1261,8,40,261.6,0.0
SKU-1833-XL,PRD-1493,XL,0,124.91,0.0
SKU-1834-XL,PRD-1138,XL,39,138.65,0.5
SKU-1835-8,PRD-1223,8,5,266.23,0.0
SKU-1836-L,PRD-1105,L,10,220.38,0.1
SKU-1837-11,PRD-1041,11,37,290.7,0.4
SKU-1838-XXL,PRD-1018,XXL,41,205.41,0.0
SKU-1839-OneSize,PRD-1033,One Size,32,90.83,0.2
SKU-1840-OneSize,PRD-1425,One Size,7,272.87,0.5
SKU-1841-34,PRD-1347,34,1,260.13,0.2
SKU-1842-L,PRD-1234,L,0,279.69,0.1
SKU-1843-30,PRD-1433,30,10,282.16,0.05
SKU-1844-34,PRD-1143,34,50,260.63,0.0
SKU-1845-42,PRD-1052,42,20,196.77,0.5
SKU-1846-XS,PRD-1110,XS,36,96.72,0.0
SKU-1847-42,PRD-1056,42,6,151.9,0.2
SKU-1848-OneSize,PRD-1170,One Size,32,220.86,0.0
SKU-1849-S,PRD-1283,S,7,215.57,0.3
SKU-1850-M,PRD-1419,M,30,137.83,0.3
SKU-1851-38,PRD-1204,38,21,146.9,0.0
SKU-1852-XS,PRD-1335,XS,11,199.57,0.0
SKU-1853-L,PRD-1481,L,19,241.48,0.0
SKU-1854-9,PRD-1020,9,11,76.01,0.1
SKU-1855-OneSize,PRD-1145,One Size,5,51.02,0.05
SKU-1856-XXL,PRD-1357,XXL,18,291.5,0.5
SKU-1857-S,PRD-1335,S,0,257.14,0.5
SKU-1858-38,PRD-1179,38,37,146.41,0.0
SKU-1859-7,PRD-1103,7,24,212.48,0.15
SKU-1860-36,PRD-1040,36,23,75.62,0.2
SKU-1861-OneSize,PRD-1073,One Size,6,130.17,0.2
SKU-1862-12,PRD-1149,12,5,267.61,0.05
SKU-1863-6,PRD-1041,6,0,278.46,0.5
SKU-1864-11,PRD-1310,11,12,84.03,0.0
SKU-1865-OneSize,PRD-1059,One Size,46,75.5,0.0
SKU-1866-L,PRD-1032,L,0,193.03,0.4
SKU-1867-7,PRD-1103,7,50,44.93,0.15
SKU-1868-OneSize,PRD-1030,One Size,30,23.94,0.3
SKU-1869-L,PRD-1155,L,0,251.62,0.25
SKU-1870-34,PRD-1486,34,17,219.79,0.05
SKU-1871-12,PRD-1038,12,0,247.75,0.1
SKU-1872-42,PRD-1153,42,31,126.97,0.2
SKU-1873-OneSize,PRD-1329,One Size,17,188.01,0.1
SKU-1874-11,PRD-1123,11,49,73.01,0.0
SKU-1875-12,PRD-1261,12,29,60.85,0.1
SKU-1876-M,PRD-1100,M,42,85.93,0.25
SKU-1877-34,PRD-1461,34,0,123.49,0.5
SKU-1878-OneSize,PRD-1400,One Size,0,44.0,0.25
SKU-1879-38,PRD-1160,38,0,292.82,0.2
SKU-1880-OneSize,PRD-1190,One Size,0,219.72,0.2
SKU-1881-XL,PRD-1451,XL,9,91.73,0.0
SKU-1882-6,PRD-1023,6,8,34.58,0.05
SKU-1883-8,PRD-1408,8,0,299.08,0.5
SKU-1884-OneSize,PRD-1410,One Size,37,21.49,0.3
SKU-1885-OneSize,PRD-1181,One Size,32,104.69,0.2
SKU-1886-M,PRD-1241,M,3,57.02,0.3
SKU-1887-OneSize,PRD-1116,One Size,24,92.87,0.3
SKU-1888-M,PRD-1034,M,19,265.8,0.0
SKU-1889-8,PRD-1058,8,0,218.86,0.2
SKU-1890-OneSize,PRD-1384,One Size,0,52.71,0.0
SKU-1891-9,PRD-1393,9,26,264.06,0.1
SKU-1892-38,PRD-1434,38,27,279.34,0.1
SKU-1893-M,PRD-1163,M,40,191.61,0.1
SKU-1894-M,PRD-1357,M,44,142.01,0.0
SKU-1895-XXL,PRD-1219,XXL,9,298.47,0.0
SKU-1896-OneSize,PRD-1473,One Size,29,34.89,0.0
SKU-1897-S,PRD-1172,S,24,71.27,0.25
SKU-1898-7,PRD-1103,7,33,217.66,0.2
SKU-1899-42,PRD-1396,42,0,31.41,0.15
SKU-1900-42,PRD-1453,42,0,148.16,0.0
SKU-1901-XXL,PRD-1069,XXL,40,262.72,0.0
SKU-1902-30,PRD-1215,30,21,77.04,0.1
SKU-1903-S,PRD-1240,S,24,229.97,0.1
SKU-1904-XXL,PRD-1211,XXL,6,183.98,0.4
SKU-1905-XS,PRD-1093,XS,44,167.27,0.4
SKU-1906-L,PRD-1240,L,27,277.71,0.05
SKU-1907-9,PRD-1279,9,33,209.52,0.15
SKU-1908-M,PRD-1361,M,29,210.76,0.5
SKU-1909-40,PRD-1347,40,17,124.59,0.0
SKU-1910-OneSize,PRD-1488,One Size,44,63.05,0.0
SKU-1911-42,PRD-1158,42,3,147.13,0.1
SKU-1912-XXL,PRD-1417,XXL,40,21.62,0.0
SKU-1913-42,PRD-1325,42,42,110.97,0.4
SKU-1914-34,PRD-1068,34,4,261.71,0.5
SKU-1915-8,PRD-1454,8,48,243.47,0.0
SKU-1916-XL,PRD-1341,XL,16,126.78,0.2
SKU-1917-OneSize,PRD-1463,One Size,45,87.21,0.2
SKU-1918-6,PRD-1058,6,36,258.65,0.0
SKU-1919-12,PRD-1195,12,0,132.66,0.5
SKU-1920-32,PRD-1302,32,1,53.76,0.25
SKU-1921-L,PRD-1321,L,10,226.04,0.1
SKU-1922-XXL,PRD-1163,XXL,7,188.97,0.15
SKU-1923-6,PRD-1358,6,19,252.96,0.3
SKU-1924-9,PRD-1420,9,25,144.71,0.2
SKU-1925-M,PRD-1452,M,11,177.65,0.2
SKU-1926-OneSize,PRD-1280,One Size,37,247.07,0.4
SKU-1927-OneSize,PRD-1309,One Size,26,196.58,0.0
SKU-1928-XL,PRD-1132,XL,5,115.68,0.25
SKU-1929-S,PRD-1266,S,15,201.32,0.0
SKU-1930-9,PRD-1298,9,25,167.63,0.5
SKU-1931-OneSize,PRD-1230,One Size,30,101.39,0.2
SKU-1932-42,PRD-1317,42,43,104.1,0.0
SKU-1933-OneSize,PRD-1120,One Size,6,255.62,0.3
SKU-1934-OneSize,PRD-1345,One Size,23,179.18,0.3
SKU-1935-6,PRD-1271,6,30,163.75,0.3
SKU-1936-L,PRD-1174,L,30,46.45,0.5
SKU-1937-10,PRD-1264,10,42,247.58,0.15
SKU-1938-OneSize,PRD-1463,One Size,0,235.21,0.0
SKU-1939-XXL,PRD-1450,XXL,35,205.23,0.0
SKU-1940-S,PRD-1477,S,30,256.0,0.0
SKU-1941-40,PRD-1091,40,7,265.48,0.1
SKU-1942-OneSize,PRD-1145,One Size,6,232.05,0.25
SKU-1943-M,PRD-1405,M,0,115.56,0.0
