product_id,name,description,category,material,occasion
PRD-1121,Horizon Button-Down Shirt,"A wardrobe staple, this button-down shirt pairs elegant styling with a comfortable feel you'll want to wear all day. Made from Merino Wool, it's engineered to be tough season after season. Thoughtful details like eco-friendly recycled materials and a relaxed, roomy fit make it ideal in the office or client meetings.",Tops,Merino Wool,Business
PRD-1122,Ridgeline Oxford,"This chic oxford is crafted from premium Synthetic for a look that works just as well for a relaxed, everyday look. It's built to be breathable and hard-wearing, so it holds up to daily wear without losing its shape. The design includes reflective trim for low-light visibility and a relaxed, roomy fit, giving you both form and function in one piece.",Footwear,Synthetic,Casual
PRD-1123,Drift Loafer,"Whether you're headed out for weddings and other special events or just running errands, this weatherproof loafer keeps you covered. The Leather construction is both comfortable and hard-wearing, and adjustable straps adds a practical touch. Finished with a hidden interior pocket, it's a sleek choice for almost any setting.",Footwear,Leather,Wedding
PRD-1124,Nordic Watch,"A wardrobe staple, this watch pairs chic styling with a comfortable feel you'll want to wear all day. Made from Nylon, it's engineered to be long-lasting season after season. Thoughtful details like a taped, seam-sealed construction and double-stitched seams make it ideal for weddings and other special events.",Accessories,Nylon,Wedding
PRD-1125,Nordic T-Shirt,"Designed for those who want elegant looks without sacrificing performance, this Cotton t-shirt is insulated and flexible from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to double-stitched seams. It also features eco-friendly recycled materials for added versatility.",Tops,Cotton,Outdoor
PRD-1126,Summit Henley,"A wardrobe staple, this henley pairs chic styling with a airy feel you'll want to wear all day. Made from Cotton, it's engineered to be tough season after season. Thoughtful details like a reinforced toe cap and moisture-wicking lining make it ideal while traveling or on the go.",Tops,Cotton,Travel
PRD-1127,Ridgeline Hoodie,"A wardrobe staple, this hoodie pairs sleek styling with a soft feel you'll want to wear all day. Made from Modal, it's engineered to be durable season after season. Thoughtful details like moisture-wicking lining and eco-friendly recycled materials make it ideal on hiking trails and outdoor excursions.",Tops,Modal,Outdoor
PRD-1128,Ridgeline Wallet,"This chic wallet is crafted from premium Stainless Steel for a look that works just as well during workouts and high-intensity activity. It's built to be flexible and long-lasting, so it holds up to daily wear without losing its shape. The design includes eco-friendly recycled materials and double-stitched seams, giving you both form and function in one piece.",Accessories,Stainless Steel,Activewear
PRD-1129,Summit Chinos,"A wardrobe staple, this chinos pairs stylish styling with a lightweight feel you'll want to wear all day. Made from Denim, it's engineered to be hard-wearing season after season. Thoughtful details like an anti-odor treatment and moisture-wicking lining make it ideal for formal occasions and the office.",Bottoms,Denim,Formal
PRD-1130,Drift Trousers,"Whether you're headed out for weddings and other special events or just running errands, this quick-drying trousers keeps you covered. The Corduroy construction is both lightweight and sturdy, and a brushed interior finish adds a practical touch. Finished with a slim, tapered fit, it's a elegant choice for almost any setting.",Bottoms,Corduroy,Wedding
PRD-1131,Coastal Windbreaker,"This sleek windbreaker is crafted from premium Wool for a look that works just as well during workouts and high-intensity activity. It's built to be soft and sturdy, so it holds up to daily wear without losing its shape. The design includes a slim, tapered fit and a quick-release buckle, giving you both form and function in one piece.",Outerwear,Wool,Activewear
PRD-1132,Voyager Sweater,"A wardrobe staple, this sweater pairs modern styling with a lightweight feel you'll want to wear all day. Made from Cotton, it's engineered to be durable season after season. Thoughtful details like reinforced stitching and articulated seams for freedom of movement make it ideal in the office or client meetings.",Tops,Cotton,Business
PRD-1133,Ridgeline Anorak,"This modern anorak is crafted from premium Softshell for a look that works just as well for formal occasions and the office. It's built to be lightweight and rugged, so it holds up to daily wear without losing its shape. The design includes reinforced stitching and a relaxed, roomy fit, giving you both form and function in one piece.",Outerwear,Softshell,Formal
PRD-1134,Voyager Chelsea Boot,"Designed for those who want sharp-looking looks without sacrificing performance, this Leather chelsea boot is weatherproof and comfortable from morning commutes to weekend adventures. Reviewers consistently praise how rugged the construction feels, thanks to a brushed interior finish. It also features a hidden interior pocket for added versatility.",Footwear,Leather,Travel
PRD-1135,Vantage Loafer,"Designed for those who want modern looks without sacrificing performance, this Canvas loafer is waterproof and comfortable from morning commutes to weekend adventures. Reviewers consistently praise how rugged the construction feels, thanks to adjustable straps. It also features a reinforced toe cap for added versatility.",Footwear,Canvas,Casual
PRD-1136,Cascade Trench Coat,"Designed for those who want stylish looks without sacrificing performance, this Polyester trench coat is waterproof and lightweight from morning commutes to weekend adventures. Reviewers consistently praise how long-lasting the construction feels, thanks to a brushed interior finish. It also features a quick-release buckle for added versatility.",Outerwear,Polyester,Casual
PRD-1137,Urban Trail Runner,"This sharp-looking trail runner is crafted from premium Synthetic for a look that works just as well on hiking trails and outdoor excursions. It's built to be airy and hard-wearing, so it holds up to daily wear without losing its shape. The design includes an anti-odor treatment and a taped, seam-sealed construction, giving you both form and function in one piece.",Footwear,Synthetic,Outdoor
PRD-1138,Horizon Parka,"This sharp-looking parka is crafted from premium Wool for a look that works just as well during workouts and high-intensity activity. It's built to be flexible and hard-wearing, so it holds up to daily wear without losing its shape. The design includes a slim, tapered fit and a relaxed, roomy fit, giving you both form and function in one piece.",Outerwear,Wool,Activewear
PRD-1139,Heritage Chinos,"Whether you're headed out for a relaxed, everyday look or just running errands, this windproof chinos keeps you covered. The Wool Blend construction is both soft and tough, and articulated seams for freedom of movement adds a practical touch. Finished with eco-friendly recycled materials, it's a stylish choice for almost any setting.",Bottoms,Wool Blend,Casual
PRD-1140,Nordic Vest,"This on-trend vest is crafted from premium Gore-Tex for a look that works just as well for weddings and other special events. It's built to be flexible and hard-wearing, so it holds up to daily wear without losing its shape. The design includes adjustable straps and reflective trim for low-light visibility, giving you both form and function in one piece.",Outerwear,Gore-Tex,Wedding
PRD-1141,Coastal Polo,"Whether you're headed out during workouts and high-intensity activity or just running errands, this quick-drying polo keeps you covered. The Polyester construction is both breathable and reinforced, and a reinforced toe cap adds a practical touch. Finished with a brushed interior finish, it's a chic choice for almost any setting.",Tops,Polyester,Activewear
PRD-1142,Voyager Bomber Jacket,"Designed for those who want sleek looks without sacrificing performance, this Softshell bomber jacket is windproof and soft from morning commutes to weekend adventures. Reviewers consistently praise how long-lasting the construction feels, thanks to articulated seams for freedom of movement. It also features an anti-odor treatment for added versatility.",Outerwear,Softshell,Business
PRD-1143,Metro Chinos,"Whether you're headed out in the office or client meetings or just running errands, this quick-drying chinos keeps you covered. The Corduroy construction is both airy and rugged, and a quick-release buckle adds a practical touch. Finished with eco-friendly recycled materials, it's a modern choice for almost any setting.",Bottoms,Corduroy,Business
PRD-1144,Urban Leggings,"This elegant leggings is crafted from premium Denim for a look that works just as well for a relaxed, everyday look. It's built to be flexible and long-lasting, so it holds up to daily wear without losing its shape. The design includes articulated seams for freedom of movement and moisture-wicking lining, giving you both form and function in one piece.",Bottoms,Denim,Casual
PRD-1145,Voyager Scarf,"A wardrobe staple, this scarf pairs chic styling with a airy feel you'll want to wear all day. Made from Leather, it's engineered to be reinforced season after season. Thoughtful details like eco-friendly recycled materials and moisture-wicking lining make it ideal during workouts and high-intensity activity.",Accessories,Leather,Activewear
PRD-1146,Horizon Joggers,"A wardrobe staple, this joggers pairs on-trend styling with a cozy feel you'll want to wear all day. Made from Wool Blend, it's engineered to be rugged season after season. Thoughtful details like a quick-release buckle and moisture-wicking lining make it ideal for a relaxed, everyday look.",Bottoms,Wool Blend,Casual
PRD-1147,Metro Chinos,"A wardrobe staple, this chinos pairs modern styling with a cozy feel you'll want to wear all day. Made from Cotton Twill, it's engineered to be rugged season after season. Thoughtful details like moisture-wicking lining and a relaxed, roomy fit make it ideal while traveling or on the go.",Bottoms,Cotton Twill,Travel
PRD-1148,Ridgeline Tote Bag,"This sharp-looking tote bag is crafted from premium Nylon for a look that works just as well during workouts and high-intensity activity. It's built to be flexible and long-lasting, so it holds up to daily wear without losing its shape. The design includes a brushed interior finish and eco-friendly recycled materials, giving you both form and function in one piece.",Accessories,Nylon,Activewear
PRD-1149,Coastal Chelsea Boot,"A wardrobe staple, this chelsea boot pairs sleek styling with a comfortable feel you'll want to wear all day. Made from Mesh, it's engineered to be rugged season after season. Thoughtful details like a quick-release buckle and reinforced stitching make it ideal in the office or client meetings.",Footwear,Mesh,Business
PRD-1150,Ridgeline Trousers,"This on-trend trousers is crafted from premium Denim for a look that works just as well for formal occasions and the office. It's built to be lightweight and sturdy, so it holds up to daily wear without losing its shape. The design includes moisture-wicking lining and a slim, tapered fit, giving you both form and function in one piece.",Bottoms,Denim,Formal
PRD-1151,Coastal Joggers,"A wardrobe staple, this joggers pairs on-trend styling with a breathable feel you'll want to wear all day. Made from Polyester, it's engineered to be durable season after season. Thoughtful details like a relaxed, roomy fit and a brushed interior finish make it ideal for formal occasions and the office.",Bottoms,Polyester,Formal
PRD-1152,Urban Oxford,"A wardrobe staple, this oxford pairs chic styling with a soft feel you'll want to wear all day. Made from Canvas, it's engineered to be hard-wearing season after season. Thoughtful details like an anti-odor treatment and eco-friendly recycled materials make it ideal for a relaxed, everyday look.",Footwear,Canvas,Casual
PRD-1153,Voyager Leggings,"This stylish leggings is crafted from premium Polyester for a look that works just as well for formal occasions and the office. It's built to be airy and tough, so it holds up to daily wear without losing its shape. The design includes a quick-release buckle and articulated seams for freedom of movement, giving you both form and function in one piece.",Bottoms,Polyester,Formal
PRD-1154,Coastal Tote Bag,"This on-trend tote bag is crafted from premium Silicone for a look that works just as well during workouts and high-intensity activity. It's built to be breathable and durable, so it holds up to daily wear without losing its shape. The design includes a hidden interior pocket and articulated seams for freedom of movement, giving you both form and function in one piece.",Accessories,Silicone,Activewear
PRD-1155,Cascade Button-Down Shirt,"A wardrobe staple, this button-down shirt pairs stylish styling with a breathable feel you'll want to wear all day. Made from Merino Wool, it's engineered to be sturdy season after season. Thoughtful details like reflective trim for low-light visibility and a quick-release buckle make it ideal while traveling or on the go.",Tops,Merino Wool,Travel
PRD-1156,Voyager Cargo Pants,"Designed for those who want sharp-looking looks without sacrificing performance, this Cotton Twill cargo pants is weatherproof and flexible from morning commutes to weekend adventures. Reviewers consistently praise how reinforced the construction feels, thanks to a reinforced toe cap. It also features a taped, seam-sealed construction for added versatility.",Bottoms,Cotton Twill,Formal
PRD-1157,Summit Anorak,"Whether you're headed out while traveling or on the go or just running errands, this insulated anorak keeps you covered. The Wool construction is both comfortable and long-lasting, and reinforced stitching adds a practical touch. Finished with an anti-odor treatment, it's a stylish choice for almost any setting.",Outerwear,Wool,Travel
PRD-1158,Ridgeline Trousers,"Whether you're headed out on hiking trails and outdoor excursions or just running errands, this water-resistant trousers keeps you covered. The Ripstop Nylon construction is both breathable and long-lasting, and reflective trim for low-light visibility adds a practical touch. Finished with moisture-wicking lining, it's a chic choice for almost any setting.",Bottoms,Ripstop Nylon,Outdoor
PRD-1159,Metro Tote Bag,"This stylish tote bag is crafted from premium Silicone for a look that works just as well while traveling or on the go. It's built to be lightweight and sturdy, so it holds up to daily wear without losing its shape. The design includes articulated seams for freedom of movement and double-stitched seams, giving you both form and function in one piece.",Accessories,Silicone,Travel
PRD-1160,Vantage Cargo Pants,"A wardrobe staple, this cargo pants pairs sleek styling with a airy feel you'll want to wear all day. Made from Ripstop Nylon, it's engineered to be reinforced season after season. Thoughtful details like a slim, tapered fit and a quick-release buckle make it ideal for a relaxed, everyday look.",Bottoms,Ripstop Nylon,Casual
PRD-1161,Voyager Jacket,"Designed for those who want modern looks without sacrificing performance, this Down Fill jacket is quick-drying and airy from morning commutes to weekend adventures. Reviewers consistently praise how tough the construction feels, thanks to a taped, seam-sealed construction. It also features a relaxed, roomy fit for added versatility.",Outerwear,Down Fill,Business
PRD-1162,Coastal Boot,"Designed for those who want sleek looks without sacrificing performance, this Suede boot is quick-drying and comfortable from morning commutes to weekend adventures. Reviewers consistently praise how reinforced the construction feels, thanks to adjustable straps. It also features a brushed interior finish for added versatility.",Footwear,Suede,Casual
PRD-1163,Heritage Anorak,"Whether you're headed out while traveling or on the go or just running errands, this quick-drying anorak keeps you covered. The Polyester construction is both cozy and sturdy, and a relaxed, roomy fit adds a practical touch. Finished with a brushed interior finish, it's a sharp-looking choice for almost any setting.",Outerwear,Polyester,Travel
PRD-1164,Metro Scarf,"A wardrobe staple, this scarf pairs stylish styling with a soft feel you'll want to wear all day. Made from Wool, it's engineered to be sturdy season after season. Thoughtful details like adjustable straps and an anti-odor treatment make it ideal in the office or client meetings.",Accessories,Wool,Business
PRD-1165,Metro T-Shirt,"This chic t-shirt is crafted from premium Linen for a look that works just as well during workouts and high-intensity activity. It's built to be breathable and durable, so it holds up to daily wear without losing its shape. The design includes reflective trim for low-light visibility and an anti-odor treatment, giving you both form and function in one piece.",Tops,Linen,Activewear
PRD-1166,Vantage Hoodie,"This on-trend hoodie is crafted from premium Cotton for a look that works just as well in the office or client meetings. It's built to be soft and sturdy, so it holds up to daily wear without losing its shape. The design includes a brushed interior finish and a taped, seam-sealed construction, giving you both form and function in one piece.",Tops,Cotton,Business
PRD-1167,Cascade Beanie,"Designed for those who want chic looks without sacrificing performance, this Wool beanie is waterproof and cozy from morning commutes to weekend adventures. Reviewers consistently praise how rugged the construction feels, thanks to a quick-release buckle. It also features a brushed interior finish for added versatility.",Accessories,Wool,Casual
PRD-1168,Metro Leggings,"This sleek leggings is crafted from premium Denim for a look that works just as well while traveling or on the go. It's built to be breathable and rugged, so it holds up to daily wear without losing its shape. The design includes a reinforced toe cap and eco-friendly recycled materials, giving you both form and function in one piece.",Bottoms,Denim,Travel
PRD-1169,Horizon Shorts,"Designed for those who want modern looks without sacrificing performance, this Corduroy shorts is weatherproof and soft from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to a quick-release buckle. It also features a taped, seam-sealed construction for added versatility.",Bottoms,Corduroy,Activewear
PRD-1170,Ridgeline Tote Bag,"A wardrobe staple, this tote bag pairs stylish styling with a cozy feel you'll want to wear all day. Made from Leather, it's engineered to be tough season after season. Thoughtful details like moisture-wicking lining and a quick-release buckle make it ideal while traveling or on the go.",Accessories,Leather,Travel
PRD-1171,Ridgeline Hoodie,"Designed for those who want on-trend looks without sacrificing performance, this Linen hoodie is weatherproof and flexible from morning commutes to weekend adventures. Reviewers consistently praise how rugged the construction feels, thanks to a quick-release buckle. It also features moisture-wicking lining for added versatility.",Tops,Linen,Business
PRD-1172,Alpine Blouse,"Designed for those who want stylish looks without sacrificing performance, this Bamboo Blend blouse is windproof and airy from morning commutes to weekend adventures. Reviewers consistently praise how hard-wearing the construction feels, thanks to a brushed interior finish. It also features a slim, tapered fit for added versatility.",Tops,Bamboo Blend,Business
PRD-1173,Vantage Blouse,"This chic blouse is crafted from premium Merino Wool for a look that works just as well in the office or client meetings. It's built to be cozy and long-lasting, so it holds up to daily wear without losing its shape. The design includes eco-friendly recycled materials and a taped, seam-sealed construction, giving you both form and function in one piece.",Tops,Merino Wool,Business
PRD-1174,Metro Button-Down Shirt,"Whether you're headed out for formal occasions and the office or just running errands, this weatherproof button-down shirt keeps you covered. The Linen construction is both lightweight and durable, and a hidden interior pocket adds a practical touch. Finished with a taped, seam-sealed construction, it's a sleek choice for almost any setting.",Tops,Linen,Formal
PRD-1175,Vantage Vest,"This sharp-looking vest is crafted from premium Down Fill for a look that works just as well while traveling or on the go. It's built to be cozy and rugged, so it holds up to daily wear without losing its shape. The design includes eco-friendly recycled materials and a quick-release buckle, giving you both form and function in one piece.",Outerwear,Down Fill,Travel
PRD-1176,Vantage Jeans,"Designed for those who want stylish looks without sacrificing performance, this Cotton Twill jeans is quick-drying and soft from morning commutes to weekend adventures. Reviewers consistently praise how long-lasting the construction feels, thanks to a slim, tapered fit. It also features an anti-odor treatment for added versatility.",Bottoms,Cotton Twill,Formal
PRD-1177,Cascade Loafer,"Whether you're headed out during workouts and high-intensity activity or just running errands, this windproof loafer keeps you covered. The Rubber construction is both airy and reinforced, and a hidden interior pocket adds a practical touch. Finished with a reinforced toe cap, it's a sleek choice for almost any setting.",Footwear,Rubber,Activewear
PRD-1178,Heritage Trail Runner,"Whether you're headed out in the office or client meetings or just running errands, this insulated trail runner keeps you covered. The Mesh construction is both soft and hard-wearing, and a relaxed, roomy fit adds a practical touch. Finished with reflective trim for low-light visibility, it's a sharp-looking choice for almost any setting.",Footwear,Mesh,Business
PRD-1179,Cascade Jeans,"Designed for those who want stylish looks without sacrificing performance, this Cotton Twill jeans is weatherproof and flexible from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to double-stitched seams. It also features reflective trim for low-light visibility for added versatility.",Bottoms,Cotton Twill,Travel
PRD-1180,Voyager Watch,"This sharp-looking watch is crafted from premium Leather for a look that works just as well in the office or client meetings. It's built to be lightweight and long-lasting, so it holds up to daily wear without losing its shape. The design includes reflective trim for low-light visibility and moisture-wicking lining, giving you both form and function in one piece.",Accessories,Leather,Business
PRD-1181,Urban Beanie,"Designed for those who want modern looks without sacrificing performance, this Canvas beanie is waterproof and breathable from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to double-stitched seams. It also features an anti-odor treatment for added versatility.",Accessories,Canvas,Travel
PRD-1182,Alpine Jeans,"This stylish jeans is crafted from premium Ripstop Nylon for a look that works just as well for weddings and other special events. It's built to be airy and durable, so it holds up to daily wear without losing its shape. The design includes a quick-release buckle and a hidden interior pocket, giving you both form and function in one piece.",Bottoms,Ripstop Nylon,Wedding
PRD-1183,Coastal T-Shirt,"Whether you're headed out for formal occasions and the office or just running errands, this windproof t-shirt keeps you covered. The Merino Wool construction is both comfortable and tough, and a slim, tapered fit adds a practical touch. Finished with double-stitched seams, it's a sleek choice for almost any setting.",Tops,Merino Wool,Formal
PRD-1184,Summit Chinos,"A wardrobe staple, this chinos pairs sleek styling with a cozy feel you'll want to wear all day. Made from Ripstop Nylon, it's engineered to be tough season after season. Thoughtful details like a hidden interior pocket and double-stitched seams make it ideal for a relaxed, everyday look.",Bottoms,Ripstop Nylon,Casual
PRD-1185,Coastal Watch,"Designed for those who want stylish looks without sacrificing performance, this Silicone watch is quick-drying and lightweight from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to reflective trim for low-light visibility. It also features moisture-wicking lining for added versatility.",Accessories,Silicone,Casual
PRD-1186,Vantage Belt,"Whether you're headed out for a relaxed, everyday look or just running errands, this insulated belt keeps you covered. The Silicone construction is both flexible and hard-wearing, and a brushed interior finish adds a practical touch. Finished with a reinforced toe cap, it's a stylish choice for almost any setting.",Accessories,Silicone,Casual
PRD-1187,Alpine Loafer,"This sleek loafer is crafted from premium Synthetic for a look that works just as well for formal occasions and the office. It's built to be cozy and sturdy, so it holds up to daily wear without losing its shape. The design includes a brushed interior finish and a quick-release buckle, giving you both form and function in one piece.",Footwear,Synthetic,Formal
PRD-1188,Voyager Jacket,"This chic jacket is crafted from premium Down Fill for a look that works just as well for weddings and other special events. It's built to be breathable and tough, so it holds up to daily wear without losing its shape. The design includes articulated seams for freedom of movement and double-stitched seams, giving you both form and function in one piece.",Outerwear,Down Fill,Wedding
PRD-1189,Metro T-Shirt,"This elegant t-shirt is crafted from premium Linen for a look that works just as well in the office or client meetings. It's built to be flexible and tough, so it holds up to daily wear without losing its shape. The design includes a quick-release buckle and a hidden interior pocket, giving you both form and function in one piece.",Tops,Linen,Business
PRD-1190,Nordic Backpack,"This modern backpack is crafted from premium Wool for a look that works just as well while traveling or on the go. It's built to be comfortable and tough, so it holds up to daily wear without losing its shape. The design includes a quick-release buckle and a reinforced toe cap, giving you both form and function in one piece.",Accessories,Wool,Travel
PRD-1191,Nordic Trousers,"Designed for those who want sharp-looking looks without sacrificing performance, this Wool Blend trousers is weatherproof and soft from morning commutes to weekend adventures. Reviewers consistently praise how durable the construction feels, thanks to moisture-wicking lining. It also features a slim, tapered fit for added versatility.",Bottoms,Wool Blend,Outdoor
PRD-1192,Summit Boot,"A wardrobe staple, this boot pairs on-trend styling with a soft feel you'll want to wear all day. Made from Leather, it's engineered to be reinforced season after season. Thoughtful details like a taped, seam-sealed construction and reflective trim for low-light visibility make it ideal while traveling or on the go.",Footwear,Leather,Travel
PRD-1193,Ridgeline Leggings,"Designed for those who want sharp-looking looks without sacrificing performance, this Polyester leggings is quick-drying and comfortable from morning commutes to weekend adventures. Reviewers consistently praise how durable the construction feels, thanks to reflective trim for low-light visibility. It also features a quick-release buckle for added versatility.",Bottoms,Polyester,Casual
PRD-1194,Metro Hoodie,"Whether you're headed out for a relaxed, everyday look or just running errands, this weatherproof hoodie keeps you covered. The Linen construction is both soft and sturdy, and a taped, seam-sealed construction adds a practical touch. Finished with articulated seams for freedom of movement, it's a elegant choice for almost any setting.",Tops,Linen,Casual
PRD-1195,Metro Sandal,"A wardrobe staple, this sandal pairs elegant styling with a soft feel you'll want to wear all day. Made from Rubber, it's engineered to be durable season after season. Thoughtful details like a relaxed, roomy fit and moisture-wicking lining make it ideal in the office or client meetings.",Footwear,Rubber,Business
PRD-1196,Metro Backpack,"This elegant backpack is crafted from premium Canvas for a look that works just as well during workouts and high-intensity activity. It's built to be airy and long-lasting, so it holds up to daily wear without losing its shape. The design includes moisture-wicking lining and a quick-release buckle, giving you both form and function in one piece.",Accessories,Canvas,Activewear
PRD-1197,Drift Wallet,"Whether you're headed out on hiking trails and outdoor excursions or just running errands, this weatherproof wallet keeps you covered. The Wool construction is both flexible and reinforced, and a quick-release buckle adds a practical touch. Finished with an anti-odor treatment, it's a stylish choice for almost any setting.",Accessories,Wool,Outdoor
PRD-1198,Cascade Tote Bag,"This elegant tote bag is crafted from premium Silicone for a look that works just as well for weddings and other special events. It's built to be soft and long-lasting, so it holds up to daily wear without losing its shape. The design includes moisture-wicking lining and eco-friendly recycled materials, giving you both form and function in one piece.",Accessories,Silicone,Wedding
PRD-1199,Horizon Chelsea Boot,"Whether you're headed out for formal occasions and the office or just running errands, this quick-drying chelsea boot keeps you covered. The Leather construction is both lightweight and reinforced, and reinforced stitching adds a practical touch. Finished with adjustable straps, it's a stylish choice for almost any setting.",Footwear,Leather,Formal
PRD-1200,Summit Polo,"Designed for those who want modern looks without sacrificing performance, this Linen polo is waterproof and airy from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to eco-friendly recycled materials. It also features an anti-odor treatment for added versatility.",Tops,Linen,Outdoor
PRD-1201,Alpine Backpack,"A wardrobe staple, this backpack pairs sleek styling with a breathable feel you'll want to wear all day. Made from Canvas, it's engineered to be durable season after season. Thoughtful details like eco-friendly recycled materials and reflective trim for low-light visibility make it ideal during workouts and high-intensity activity.",Accessories,Canvas,Activewear
PRD-1202,Voyager Sandal,"This modern sandal is crafted from premium Rubber for a look that works just as well during workouts and high-intensity activity. It's built to be flexible and sturdy, so it holds up to daily wear without losing its shape. The design includes reflective trim for low-light visibility and a relaxed, roomy fit, giving you both form and function in one piece.",Footwear,Rubber,Activewear
PRD-1203,Trailblazer Beanie,"This stylish beanie is crafted from premium Stainless Steel for a look that works just as well in the office or client meetings. It's built to be soft and rugged, so it holds up to daily wear without losing its shape. The design includes adjustable straps and double-stitched seams, giving you both form and function in one piece.",Accessories,Stainless Steel,Business
PRD-1204,Vantage Trousers,"A wardrobe staple, this trousers pairs elegant styling with a breathable feel you'll want to wear all day. Made from Denim, it's engineered to be hard-wearing season after season. Thoughtful details like eco-friendly recycled materials and a quick-release buckle make it ideal while traveling or on the go.",Bottoms,Denim,Travel
PRD-1205,Drift Button-Down Shirt,"Designed for those who want on-trend looks without sacrificing performance, this Linen button-down shirt is water-resistant and lightweight from morning commutes to weekend adventures. Reviewers consistently praise how durable the construction feels, thanks to a relaxed, roomy fit. It also features a quick-release buckle for added versatility.",Tops,Linen,Travel
PRD-1206,Summit Sandal,"A wardrobe staple, this sandal pairs modern styling with a soft feel you'll want to wear all day. Made from Suede, it's engineered to be reinforced season after season. Thoughtful details like a reinforced toe cap and a brushed interior finish make it ideal while traveling or on the go.",Footwear,Suede,Travel
PRD-1207,Coastal Sneaker,"Whether you're headed out for a relaxed, everyday look or just running errands, this windproof sneaker keeps you covered. The Canvas construction is both cozy and sturdy, and a slim, tapered fit adds a practical touch. Finished with a taped, seam-sealed construction, it's a chic choice for almost any setting.",Footwear,Canvas,Casual
PRD-1208,Ridgeline Backpack,"This elegant backpack is crafted from premium Leather for a look that works just as well for formal occasions and the office. It's built to be cozy and long-lasting, so it holds up to daily wear without losing its shape. The design includes an anti-odor treatment and a taped, seam-sealed construction, giving you both form and function in one piece.",Accessories,Leather,Formal
PRD-1209,Cascade Wallet,"Designed for those who want sharp-looking looks without sacrificing performance, this Wool wallet is waterproof and breathable from morning commutes to weekend adventures. Reviewers consistently praise how reinforced the construction feels, thanks to articulated seams for freedom of movement. It also features a reinforced toe cap for added versatility.",Accessories,Wool,Activewear
PRD-1210,Nordic Wallet,"A wardrobe staple, this wallet pairs sleek styling with a airy feel you'll want to wear all day. Made from Canvas, it's engineered to be hard-wearing season after season. Thoughtful details like a taped, seam-sealed construction and a slim, tapered fit make it ideal for weddings and other special events.",Accessories,Canvas,Wedding
PRD-1211,Voyager Anorak,"A wardrobe staple, this anorak pairs modern styling with a cozy feel you'll want to wear all day. Made from Nylon, it's engineered to be hard-wearing season after season. Thoughtful details like adjustable straps and eco-friendly recycled materials make it ideal for formal occasions and the office.",Outerwear,Nylon,Formal
PRD-1212,Horizon Scarf,"Designed for those who want on-trend looks without sacrificing performance, this Wool scarf is weatherproof and flexible from morning commutes to weekend adventures. Reviewers consistently praise how hard-wearing the construction feels, thanks to adjustable straps. It also features eco-friendly recycled materials for added versatility.",Accessories,Wool,Formal
PRD-1213,Summit Watch,"This sharp-looking watch is crafted from premium Leather for a look that works just as well while traveling or on the go. It's built to be cozy and long-lasting, so it holds up to daily wear without losing its shape. The design includes reinforced stitching and eco-friendly recycled materials, giving you both form and function in one piece.",Accessories,Leather,Travel
PRD-1214,Ridgeline Trail Runner,"This on-trend trail runner is crafted from premium Canvas for a look that works just as well on hiking trails and outdoor excursions. It's built to be airy and tough, so it holds up to daily wear without losing its shape. The design includes an anti-odor treatment and eco-friendly recycled materials, giving you both form and function in one piece.",Footwear,Canvas,Outdoor
PRD-1215,Ridgeline Leggings,"Whether you're headed out while traveling or on the go or just running errands, this water-resistant leggings keeps you covered. The Cotton Twill construction is both flexible and durable, and reflective trim for low-light visibility adds a practical touch. Finished with an anti-odor treatment, it's a stylish choice for almost any setting.",Bottoms,Cotton Twill,Travel
PRD-1216,Trailblazer Cargo Pants,"A wardrobe staple, this cargo pants pairs modern styling with a comfortable feel you'll want to wear all day. Made from Corduroy, it's engineered to be tough season after season. Thoughtful details like a brushed interior finish and adjustable straps make it ideal on hiking trails and outdoor excursions.",Bottoms,Corduroy,Outdoor
PRD-1217,Metro Hoodie,"This chic hoodie is crafted from premium Polyester for a look that works just as well for formal occasions and the office. It's built to be breathable and long-lasting, so it holds up to daily wear without losing its shape. The design includes a quick-release buckle and a hidden interior pocket, giving you both form and function in one piece.",Tops,Polyester,Formal
PRD-1218,Coastal Sneaker,"Whether you're headed out for a relaxed, everyday look or just running errands, this water-resistant sneaker keeps you covered. The Suede construction is both lightweight and reinforced, and double-stitched seams adds a practical touch. Finished with a brushed interior finish, it's a chic choice for almost any setting.",Footwear,Suede,Casual
PRD-1219,Trailblazer Sweater,"Designed for those who want chic looks without sacrificing performance, this Modal sweater is windproof and soft from morning commutes to weekend adventures. Reviewers consistently praise how long-lasting the construction feels, thanks to an anti-odor treatment. It also features a reinforced toe cap for added versatility.",Tops,Modal,Business
PRD-1220,Heritage Vest,"Designed for those who want modern looks without sacrificing performance, this Gore-Tex vest is weatherproof and breathable from morning commutes to weekend adventures. Reviewers consistently praise how durable the construction feels, thanks to a hidden interior pocket. It also features a brushed interior finish for added versatility.",Outerwear,Gore-Tex,Outdoor
